nationality,gender,age,overall rating,value for money rating,security rating,location rating,facilities rating,staff rating,atmosphere rating,cleanliness rating,text review
England,Male,25-30,6.9,6,8,8,6,8,4,8,"there is no ac in the building and the top floor is like a sauna! they provided a fan upon request, but did little to cool the room."
Australia,Male,25-30,4.6,6,8,8,2,2,2,4,"good value for the private room, but absolutely no atmosphere. the social area is one couch and a bench for laptops in an area where u cannot drink. as a social guy travelling by himself, i found it impossible to meet people. even on the weekend there were no activities or outingsl   denver deserves a real hostel."
England,Male,31-40,8.3,10,10,8,6,8,6,10,"this place is not really a traditional traveller hostel (so don&#039;t expect big parties) but it is a very professionally run, safe and clean place to stay as a stopping off point in denver. i booked a private room and it was on a par with what you would expect from a budget hotel/ b+b. staff were friendly and helpful and there are some fun bars and nice restaurants nearby. a good base for exploring denver."
USA,Female,25-30,8.3,8,8,10,6,10,8,8,"i enjoyed staying in an all female dorm, but it still felt too much like a hotel for me. a better  common space to meet other travelers would be nice. the staff were friendly &amp; helpful. the room was clean &amp; conveniently included a fridge, microwave, table, couch, tv, sink, toilet &amp;shower.  great location, but a bit noisy at night--which didn&#039;t bother me but may bother some. at night the room was quite warm--again, didn&#039;t really bother me . overall i had a pleasant stay. i would stay here again."
Netherlands,Female,31-40,7.1,8,6,8,6,8,6,8,"we had a very noisy room, number 337. the staff helped us, but the noisy neighbour didn&#039;t do anything about it.  lots of residents."
Italy,Male,25-30,8.3,10,8,10,8,10,4,8,"don&#039;t expect a real hostel: this is more a hotel with not expensive prices compared to other places in denver. anyway, the staff is helpful and the location is good (few minutes walking from the most important spots). quite noise in the weekend because of the clubs nextdoor."
England,Male,18-24,6.9,8,8,6,6,6,6,8,nice place. bit of a long walk in and out of town so don&#039;t leave stuff at the hostel if you plan to need it during the day unless you want the walk back! might come back or might try somewhere else. overall a positive experience with no real negatives. only issue is that there is a lot of noise out front during rush hour traffic and friday/saturday night with nightclubbers on the street.
England,Male,31-40,7.7,8,10,8,6,8,6,8,not a typical traveller hostel per-se but a safe and secure place to base yourself for a couple of days when in denver 
USA,MixedGroup,25-30,6,4,6,10,4,8,6,4,"i was shocked that for the price of a nice clean room in most hostels we had a dirty, unairconditioned closet. the bathrooms and carpets were filthy and the rooms sweltering. we had a rickety bunkbed: thin plastic wrapped pallets on a rough piece of plywood. i have stayed in worse but those were only $8 a night, not $30. the location is great, central to everything but you will be staying in what amounts to a filthy dorm room. there is a $3 towel deposit. for $60 a night? no thanks."
USA,Male,25-30,7.1,8,8,10,8,6,6,4,"pros: awesome location.  walking distance from plenty of bars, museums, etc.  i wasn&#039;t horribly murdered.    cons: a little on the old side.  there is a security guard, but that didn&#039;t assuage my concerns of being stabbed in the hallways or my sleep.  the carpet in my room was moderately stained and i wasn&#039;t certain that i wouldn&#039;t get foot herpes walking barefoot on it.  the options include air conditioning, and if you consider a window that opens to be air conditioning, then this is accurate."
Italy,Male,31-40,5.4,4,4,10,4,6,4,6,"room pretty old and worn out. bathroom had a bathtub without shower tube and with tap facing downwards. had to shower with hands in cup, or waist tons of water to fill the tub. pretty awkward. "
USA,Male,41+,5.7,8,6,8,4,4,6,4,"my window was right across from a bar. the noise and music made it difficult to sleep before 2:00am. also, one of the day male managers was extremely rude. he had a very bad attitude problem. maybe some anger management training might be in store for him?"
USA,MixedGroup,18-24,5.7,6,6,6,4,6,4,8,"more hotel than hostile.  private room had windows painted shut, no fan or ac, so it was hot.  bed was made fresh, things were generally clean, just not very comfortable.  it was also noisy due to a tv being on all night outside the window.  "
Netherlands,Female,31-40,6.6,6,6,10,6,10,4,4,"nice people at the desk, very helpful and friendly.  bathroom terrible, old and not clean  first room in front smelled of car fumes, thankfully i could get another one that was much better"
USA,Male,25-30,4.9,4,6,6,4,8,2,4,very friendly staff. however the hostel was gross and dingy and did not have ac.
USA,Female,25-30,8.6,10,8,10,8,10,6,8,"the location is great.  i had read reviews with concerns about noise because it is pretty close to quite a few bars.  perhaps i was just very tired, but i had no problem at all with noise.  the staff is very friendly and efficient.  i was able to leave my bags behind the counter for the whole day for free so that i could explore the city before a late flight."
Italy,Male,31-40,8.9,8,10,10,8,10,6,10,"only stayed for one night in a private room. it was very clean, also the shared bathroom and shower. no aircon...i slept in my underwear with the fan pointed at me and that reminded me of my youth in italy in the 80&#039;s when very few had ac! not me...;) friendly/helpful staff. thanks"
USA,Male,31-40,6.6,8,6,10,4,6,6,6,"the room was fine but could&#039;ve used a fan and something to hold the window open, too hot! the first room they put us in had no shower head so we asked to be moved to different room with a normal shower. great location in downtown denver though! "
Scotland,Male,41+,8.6,8,8,10,8,8,8,10,a nice place to stay!
USA,Male,31-40,5.4,6,6,6,6,4,4,6,"hmm, well, it&#039;s hard to leave a negative review for a place that served it&#039;s function, but compared to the hostels i have been to in europe that had similar or lower price for the rooms, this place was pretty bad.  the staff was slow (maybe it&#039;s their computer system though), and would sometimes be working on the computer while i was waiting for them to help me with something.  the rooms weren&#039;t fancy or even nice, but they had beds to sleep in and bathrooms to use."
USA,Male,31-40,9.1,10,10,10,8,8,8,10,i stayed in a private room with en suite facilities. the room was clean. there wasn&#039;t a shower in a big claw footed tub so i enjoyed a few hot bubble baths. there is no air conditioning but i wasn&#039;t there to sit in the room. as long as the windows were open it was comfortable. however - if you don&#039;t like the sounds of the city or the sounds of other guests wafting up from their open windows - make sure you bring ear plugs. this didnt bother me at all. i enjoyed my stay 
Netherlands,Couple,25-30,4,2,4,2,4,6,4,6,"i have visited a lot of hostels all over the world, and i guess i have never slept so bad in a hostel as in this one.     our room was located at the 11th avenue, and it felt like we were in some kind of open-air-disco all night. the music didn&#039;t stop until 2 or 3 am in the morning, and we couldn&#039;t close our window. it was also very warm in our room, and there was no airconditioning. there was no hostel-like-atmosphere in this place. it was just a hotel, with some poor, cheap rooms."
India,Male,18-24,9.4,10,10,10,8,10,8,10,a very good place to stay. located near downtown you have many attractions near by to see. the only negative will be the fans in each room. rooms are really hot in summer. i wish they had some fast fans. other than that it is a very good place to stay for the money which they charge.
USA,Female,41+,7.4,8,8,8,8,6,6,8,"i have traveled extensively and have stayed in many different types of hostels around the world.  i had no problem with the staff, the location seems a bit sketchy but was no problem, if you rent a car you will need to park in a pay lot two blocks from the hostel - no big deal and is only $5.00/day.  i stayed in a women&#039;s 4 bed dorm with bathroom and hot shower. it is an old hotel that offers the basics, good for location. can be noisy from the outside traffic and or bars near."
England,Couple,18-24,5.4,8,4,8,6,2,2,8,"overall this hostel gave us its values worth. however we had a few issues with a member of staff being rude, unwilling to help and unable to perform tasks. i was looked at like a moron on the third time i repeated myself. the room (private) was bare, the window didn&#039;t close and the atmosphere was rather dull. for the rest of the facilities, it was a ghost town and pretty unnerving."
USA,AllFemaleGroup,18-24,8.6,10,10,10,6,10,4,10,very friendly and attentive staff. great location...easy access to public transit and minutes from 16st mall. not much chance to mingle with other travelers unless they&#039;re staying in your room. very clean overall. i will stay here again.
USA,Male,31-40,8,10,8,10,8,6,6,8,"i&#039;ve been to a few hostels around the world.  it seemed kind of sketchy at first because there were some weird people bugging the receptionist when i first got there.  like they all didn&#039;t seem like they were all there in the head.  be patient if the receptionist seems rude, he&#039;s actually nice i find.  i got a upgrade, no extra charge for some reason.  my mattress was bad and the blanket was made for a 5 year old.  the place looked tore up at first but it&#039;s actually clean.  location is perfect!"
Peru,Male,31-40,7.4,8,8,8,8,8,6,6,"i am fortunate to have the bathrooms relatively in decent shape and not have them as dirty as other places elsewhere - the showers and bathrooms.  i liked the location because it is close to downtown and the bus routes to 30th and downing, which takes me to the airport.  the only reservation was that it is located to a couple of night clubs where the music was loud but by 2-3 am, the noise would dwindle. overall, i cannot complain that it is  a relatively respectable place to lodge."
Hungary,Couple,31-40,5.1,6,4,8,4,6,2,6,"a pretty rundown place, at an average location and not particularly cheap either. we only made some basic contact with the staff ( half sentences ) they were ok. the city itself makes up for everything though, denver is fantastic, if you booking late or for any other reason you get nowhere else to stay, the place will do for a couple of nights. "
USA,Male,41+,8.6,10,10,8,8,8,6,10,the staff was helpful and professional.  the location was convenient as the hostel is a 10 min walk from the 16th st mall free shuttle.  there&#039;s a solid breakfast joint in the nearby capitol hill neighborhood named jelly. housekeeping does a good job of keeping the hostel clean.
USA,AllFemaleGroup,25-30,2.9,2,4,4,2,4,2,2,very misleading and very unfriendly staff. i would never recommend anyone ever stay here.
SouthAfrica,Female,31-40,5.7,6,6,2,6,8,4,8,"i came down me day to find the owner shouting at a client in the lobby. a very unpleasant experience. in addition, on the friday and saturday nights there were fights in the road outside the bar/ restaurant across the road. while i felt safe inside the hostel, i didn&#039;t always feel safe going outta night."
Argentina,Female,31-40,6.9,6,8,8,6,8,4,8,fine to stay a couple of nights. location is good as the cleanliness but the rooms can be depressing.
USA,Male,31-40,9.1,10,10,10,8,10,8,8,"several of us saw the bad reviews + it&#039;s just not true. i was there for 4 days/3 nites. centrally located, right downtown, a few blox from everything. it is loud when bars close, but pretty dead until morning traffic. it is 110 years old + a former 3-star euro style hotel. on the same floors it has 4-8 bunks (w/alcoves) and single occupancy rooms. common area is nice, lacks in furniture though. the next to each other shower/sink + separate bathroom was charming. no elevator but wide stairwells."
England,Male,18-24,7.7,10,6,10,6,8,4,10,"if you&#039;re looking to stay in central denver for a decent price, then this really is the best option. it&#039;s a perfectly fine hostel and is great for a couple of nights, but don&#039;t be expecting anything amazing. the building itself is actually maintained to a very high standard as it used to be a hotel, it&#039;s certainly one of the cleanest hostels i&#039;ve seen. the only negative is that there seems to be a lot of &#039;permanent residents&#039; and not as many young travellers as you might normally expect."
USA,Male,25-30,7.1,8,8,8,8,8,2,8,this not the best hostel in the world but it is the best in denver.
England,Male,31-40,6.6,8,6,8,6,6,6,6,"i see what people are saying about this hostel, it does have a strange feel to it. still it&#039;s in a good enough place and i didn&#039;t really stay long enough to hate it. give it a go, book for  a few night, if that don&#039;t work, spend a little more and try using air bnb"
Canada,Female,25-30,6.9,8,6,6,8,8,4,8,"nice hostel, very close to the main st downtown, but in a not so nice area. it seemed to be filled with longterm locals/homeless."
Wales,Female,25-30,7.4,8,8,8,6,10,4,8,"staff were excellent, really friendly approachable and helpful - have stayed on a lot of hostels and they are some of the best."
USA,Male,25-30,8,10,6,10,8,8,6,8,"great location to downtown and great price, which is what i was going for. had a mix up with the lockers and someone else got mine. wifi also didn&#039;t work as expected, but there&#039;s a great coffee shop around the corner."
USA,Male,41+,10,10,10,10,10,10,10,10,thanks to the hospitality and reasonable rates at  aae 11th avenue hostel was able to attend the &quot;becoming van gogh&quot; show at the denver art museum and check on job possibilites in the denver area.  the guy from alaska
Australia,Female,18-24,6.6,8,8,6,6,8,2,8,"i was only staying for a night and needed somewhere to crash.  the hostel was easy to find, and the walk wasn&#039;t difficult at all.  there had been a double booking so i was upgraded to a single, private room over the dorm i had booked.  for what i paid and for what i needed this hostel was perfect.  not much of an atmosphere though and breakfast wasn&#039;t provided in the morning. the room was clean and well looked after and the staff friendly and happy to help."
Macedonia,Male,18-24,4.6,4,6,8,4,4,2,4,"didn&#039;t feel very safe. there were few sketchy people while i stayed there. room too hot and not enough clean air. stayed at a similar hostel for same price but got tv, fridge and our own bathroom."
Australia,Male,18-24,6.9,6,10,10,6,6,2,8,"it was a nice hostel in a good location, however there was little to no atmosphere and i think i&#039;d have been quite bored had i stayed there on my own for much longer. the address listed was also very confusing, all it needed to say it was on the corner of 11th and broadway, i missed the place a few times in when i was arriving, as the big sign out front says hotel and in tiny writing hostel."
Malaysia,Male,18-24,8.6,10,8,10,8,8,8,8,"it is a good place to stay if you want cheap and near to downtown. someone slept at my bed and i have to take another bed, else everything is good"
Netherlands,Male,31-40,7.1,8,8,6,8,6,6,8,"nice place to stay. clean room, big room. i read a few reviews complaining about the noise from the street. that&#039;s kinda true, but i don&#039;t mind a little buzz. place looks cool and genuine. the building is over 100 years old, i heard, so nothing fancy like an elevator. still, very good value for your money."
Egypt,Female,25-30,10,10,10,10,10,10,10,10,"the location of the hostel is the best! it is a few minutes away from the famous 16th street mall in downtown denver. in addition, for those who like to party, the hostel is very close to the best nightclubs and bars in denver like church, vinyl, and many others. they are all less than 1 minute away from the hostel. staying in a dorm in this hostel is very safe and secure, and the save no pains in maintaining the safety and the comfort of the guests. i would recommend this hostel to everybody!"
Australia,Male,18-24,6.6,8,8,8,8,4,2,8,"it&#039;s not really much of a hostel as they have quite a lot of permanent residents, mostly men in their 40&#039;s. there is a communal area which is available to only travellers and i did meet people there but on the whole there were not many travellers, and many of them kept to themselves. that said, i had a private room for $40p/n which was clean and well, comfortable and well kept. so if you want a fun hostel, maybe go somewhere else, but if you just need a comfortable room then its not bad."
Ireland,Female,31-40,7.1,6,8,8,6,8,6,8,"i was having trouble choosing a hostel in denver, having read several reviews here and on tripadvisor.  i chose this hostel in the end and wasn&#039;t disappointed. the staff are super friendly and helpful. i didn&#039;t really get to meet anyone else in my room as i was usually gone all day and using the hostel just to sleep. i found it strange that they assigned me a top bunk when there were bottom bunks available.  the bedroom ad kind of a separate lounge which was great (tv, fridge, sofa!)"
Australia,Male,41+,7.4,10,10,6,8,8,6,4,"it wasn&#039;t as close to amtrak or greyhound as the blurb made out, but there isn&#039;t anything else in this range as close.  i walked five blocks from civic centre bus terminal.  it provided everything which i wanted, with a bottleshop opposite, a convenience store in the building, and a mexican restaurant to one side.  my only reservation: just one sheet, and a doona which didn&#039;t seem to have a launderable cover.  the heating was such that i didn&#039;t use the doona."
NewZealand,Couple,31-40,6,8,6,8,4,8,2,6,"if its location you&#039;re after, then this hostel isn&#039;t bad - just 10-15min walk from the heart of denver. and the price was fairly reasonable. however, our room (on the main road) was so noisy and light (the curtain didn&#039;t cover the window) than even ear plugs and an eye mask didn&#039;t do the trick. i&#039;m sure the rooms at the back would be better. there was a really weird vibe - the whole place felt strange with no character. we are very resillient travellers and it takes a lot for us to not recommend"
Canada,Male,25-30,4,6,6,6,2,2,2,4,"this has to be the worst hostel i&#039;ve ever stayed at. there is no character, weird people and no facilities. i would never come here again. not only that, but, i would almost say that i had a better time in a hotel meeting people because you meet no one here."
Australia,AllMaleGroup,25-30,6,6,6,6,4,8,4,8,for the only hostel option in denver it was liveable but a not social place. kitchen was nothing more than a microwave and toaster oven. kitchen and common room were one.
Portugal,Female,18-24,5.7,6,6,6,6,6,6,4,"it&#039;s not a bad hostel, it&#039;s just that it&#039;s not that clean, and it used to be just a hotel and now it has a few dorms and common areas so it&#039;s not like other hostels if you know what i mean. the staff was nice i even was allowed to check-in at 8.30am and that was great since i had just come from an overnight bus. well, it&#039;s okay for one or two nights"
Australia,Male,25-30,6.3,6,8,8,4,8,4,6,"thus was an average hostel at best. beds were uncomfortable, kitchen was nothing more than a toaster and microwave (bring your own spoon and fork as they have none), common room and kitchen was one room with not much space, internet stopped working every night."
Canada,Female,18-24,5.7,8,4,8,4,8,4,4,"they were renovating the first floor the night i stayed there, which was very inconvenient. also, there was not an other young traveler in my dormitory or in the common room when i was there... not quite a youth hostel like i expected."
USA,Female,41+,8.9,10,8,8,8,10,8,10,"very large female dorm room w/ private bathroom.  however, it was located on street side of building, w/ very poorly sealed windows so only complaint is hearing street noise from traffic on busy street"
USA,Male,41+,10,10,10,10,10,10,10,10,"mike and jim run a tight ship, always making improvements to the hostel.  during my stay, new tile was being put down in the lobby.  mark, at the front desk, was extremely helpful, friendly, and knowledgeable of the surrounding area.  the heat worked great, and blankets were available.  this place is immaculate, and jim&#039;s staff is constantly cleaning everything.  i would have no reservations about staying here again.  please ignore all those other folks who have written negative reviews."
Philippines,Female,41+,8.6,8,10,10,6,10,8,8,.stove and cooking utensils..
USA,Male,18-24,7.4,6,8,10,8,8,6,6,"stayed for two nights at the beginning of october. suited my friend and me just fine. excellent location; within easy walking distance of 16th st. mall, the state capitol, and public transportation. was a little frustrated to pay for the full room as though i hadn&#039;t already paid a reservation fee to hostelworld. we were instructed to call and book with them directly next time. it was just a few dollars so i didn&#039;t argue about it. otherwise, good experience."
Australia,Male,25-30,8.9,10,10,10,6,10,6,10,"had a very good experience here, the hostel  is in a good location close to the civic centre and on a busy enough road to be safe. i did by really feel that safe in denver in general there were lots of beggars. i would advise anyone staying in hostels in the us to book single rooms as there are often undesirables in the dorm rooms"
USA,Female,18-24,8.3,10,6,10,8,8,8,8,i thought this hostel was great for the price and location.  with in easy walking distance of 16th street which was nice.  only complaint was that there is a concert venue close by so on thursday and friday night it was noisy until until the concert was over.  i just popped in a pair of ear plugs and was fine but it is something to consider if you are a light sleeper.
USA,Male,41+,8.6,10,6,10,8,8,8,10,better than the other hostel listed on hostelworld. the place is fine for low noise during the week. watch out for the weekends. good eats nearby and cheap. helpful staff.
Australia,Male,18-24,8.9,10,10,10,8,8,6,10,"only complaint was that it got a bit loud due to traffic and the beds were really creaky. but very good location in downtown and friendly staff, and great value"
Australia,Male,25-30,7.4,8,8,8,8,6,6,8,"great place if you are just after a comfortable bed and clean facilities, all a little dated but what can you expect? being about a 10 minute walk to all the action was handy. surrounded by bars and clubs didn&#039;t bother me but to some people that maybe an issue. the staff were pleasant but everyone in the hostel tended to keep to themselves there. great sports bar behind the place too!"
Canada,Male,41+,6.9,6,8,8,4,8,6,8,"it was a clean place but rooms have no air-conditioning, so it is rather bad in a hot weather."
Canada,Female,31-40,7.1,8,6,8,6,8,6,8,within walking distance to the main sights! towels are included which is great while your traveling!
Wales,Female,25-30,3.7,4,2,4,4,4,4,4,when i arrived there were several homeless people milling around outside. they&#039;re having work done so there was no door and sometimes no one on reception. i felt like it was more of a hostel for people who were staying there long term than a youth hostel and i would never stay there again.
Australia,Male,41+,9.7,10,10,10,10,10,8,10,"this hostel met with all my needs. the staff were good natured and very helpful. the location gave me access to the city , good food and entertainment. it also gave me access to the mountains and surrounding areas. all the facilities worked well and i enjoyed my stay. the price of accommodation was better than just good value. for a traveller it was just what the doctor ordered."
China,Male,31-40,8.6,8,10,8,8,8,8,10,"the a/c facilities need to be upgraded. the current wind fans in the hallways are deafening. luckily i brought my ear plugs with me. otherwise, it would have been a nightmare, especially because there was one right next to my door. plus, one of the showers on the second floor didn&#039;t have hot water, which wasn&#039;t a big deal for me but was it for some other guests. otherwise, it&#039;s really worth the money. the lobby, btw, is unpleasant currently. hope you could renovate it and make it western."
Russia,Female,18-24,8.9,10,8,6,10,8,10,10,"i really like this hostel, the location is pretty good, chose this hostel, if it is possible for you to walk around 15 mins to the downtown denver:)))"
USA,Male,25-30,10,10,10,10,10,10,10,10,"it was perfect for what i needed.  friendly, knowledgeable staff, and clean facilities."
USA,Male,31-40,7.7,8,8,8,8,8,6,8,not much character - and the neighboring bars can make it hard to sleep on weekend nights - but the location is convenient (a few blocks from the capitol building and denver art museum) and the price is right.
USA,Male,,7.4,8,8,10,6,8,6,6,"really, really hot. they had fans in the hallway but not in the room. otherwise a good deal, clean and secure. the lounge was very nice."
USA,Female,25-30,8.9,8,8,8,8,10,10,10,nice one and clean.  affordable
Germany,Female,31-40,6.3,8,6,8,6,6,4,6,the receiption looks rather unprofessional and the bunk beds are small and unstable. it was also quite load due to the noise from the street and the ac. it is an ok place to stay for a night.
Russia,Male,31-40,7.7,8,8,10,6,8,6,8,"location is great, but very noisy because couple of clubs across the street. as mentioned in one of the comments - bring the ear plugs. no a/c, huge ventilator makes a lot of noise. got private room with shared bathroom, no questions about it. good value for money, just don&#039;t forget about noise."
Japan,Male,41+,6,6,6,4,4,10,6,6,"the place was bit distanced from gray hound bus station and very noisy because there was no air condition so that window have to be kept open all night long. no cooking facility except microwave oven.   there is gentleman his name was mark h., he was very cautious and very helpful and kind also he has pride for his work and i was very inpressed for his proffesionalisem. thank you mark."
Australia,Female,18-24,6.9,8,8,6,8,6,4,8,"you should definitely take &#039;amtrak&#039; out of your title description, and  give much clearer instructions as to where you are located in relation to the station. ie. a bus ride and 20 mins walk away.   also, don&#039;t advertise a flaming pick-up from the station if you don&#039;t offer it!  otherwise, i was very happy with the female dorm room and the ensuite bathroom.   not a super nice location, especially after dark, but the building felt secure at least."
USA,Female,18-24,6,8,6,8,6,6,4,4,"it seemed kinda sketchy. big, old building with lots of middle aged guys on staff and in residence. not comfortable for a single woman traveler. the dorm rooms were nice and it was convenient having a bathroom in the shared room."
Germany,Male,18-24,6,6,8,6,4,6,4,8,"all in all the hostel was ok. the moste important things have been there. it was clean and safe which is one of the most important things for me and also the internet was better than in the most other hostels. but still for that price you can get a breakfast, free walking tours or a real kitchen in other hostels.  it is not the best hostel i ever stood but also not the worst. so nothing really to complain about. thank you."
NewZealand,Male,25-30,6.9,8,10,6,8,6,2,8,"needed air con, the rooms were hotter than satan&#039;s extra hot hot wings"
Netherlands,Female,31-40,6,6,6,8,4,8,4,6,"it was unbearably hot in the room and the street noise just came straight through my earplugs, so for the first time of my life i requested another room. eventually i could change to another (shady) room at the back of the hostel, which had a little fan and was less noisy."
Canada,Female,31-40,6.6,4,6,6,8,8,6,8,"i reserve for a private room and next to my window (other side if the road) they have an bar, it was really noisy until 2 am.  the temperature inside the room was very high.  they don&#039;t have ou find a fan for me and it was impossible to open my door.  finally, i didn&#039;t sleep much."
USA,Male,41+,9.1,10,8,10,8,10,8,10,"at time of website booking, i noted a stated availability of a shuttle to amtrak terminal. upon arrival, staff indicated that they did not know how that statement was attached to the location description, but no shuttle was available.  this should be corrected byco those responsible for website maintenance.  fortunately for me, hostel staff explained available 16th ave free bus and it turned out to be entirely satisfactory.  i was very impressed by the courtesy and assistance of all staff."
USA,Male,41+,4.9,4,6,6,4,6,4,4,"i got a good night&#039;s sleep because i was dead tired.  temperatures were in the 90&#039;s, fans moved air in the hall ways, but the open window to the alley was not enough to bring down the temperature in the room.  my dorm room was occupied when i arrived, so they placed me in a private room, at full cost.  it all worked out.  i&#039;d go again."
USA,Male,18-24,8.9,10,8,10,8,8,8,10,"great value!  the common area is very nice.  it was a little tough in the dorms without ac during the summer, but overall a great experience."
France,Male,25-30,3.4,2,4,8,4,2,2,2,"the description on this website is partially wrong: they have no parking and no restaurant.  when i complained (politely) about it, the behavior of the manager was not right (&quot;you ask for a parking because it is written on the web-site; it is also written that we have a restaurant, so what, am i suppose to pay for your diner... i cannot control the information on those web-sites&quot;).  the toilet sit was not clean...  the bath-tub had to shower head..."
Canada,Female,18-24,7.7,10,8,8,4,8,8,8,"this place will surprise you! super great value for the &quot;dorm&quot; like rooms on the 3rd floor, with a private washroom in the room with us. only complaint is that it was like an inferno during june without a/c. we couldn&#039;t catch a breeze with the windows open; i melted into my bed. being on broadway was a loud but entertaining experience - you eventually get to sleep, but beware of very early morning traffic. also, there wasn&#039;t a full kitchen available. staff was an older group but all friendly!"
USA,Female,18-24,3.1,6,2,4,2,4,2,2,lots of bums outside of the hostel.
Canada,Female,25-30,6.3,6,6,6,6,8,4,8,"there aren&#039;t a lot of budget accommodations in denver. this hostel is pretty basic. it&#039;s a hotel and a hostel. it&#039;s just a few blocks from downtown, but gets a little scuzzy at night (lots of yelling drunks, and fighting breaking out). it was also really noisy. the common hostel room was nice, but there weren&#039;t really any dishes so cooking something was impossible. the hostel is old and rough around the edges. it was ok for a couple nights, but i wouldn&#039;t want to stay any longer than that."
USA,Female,18-24,9.1,10,10,8,10,10,8,8,friendly staff and good location
Ireland,Male,18-24,4.6,4,2,8,4,4,4,6,"major security issues here - the guy at reception couldn&#039;t show me to my room because he had to stay in reception to stop random people gaining access to the building. non-guests were coming and going, constantly using the payphone in reception and he was the only thing stopping them coming upstairs. location is good."
Russia,Female,31-40,10,10,10,10,10,10,10,10,"my luggage was lost at the airport and in hostel i was given  all necessary things like a towel, shampoo..., thank you so much! the excellent personnel, a cosy, clean room."
USA,Male,25-30,7.7,10,6,10,6,8,6,8,"it is more of a cheap hotel than a hostel, but the bunk rooms were clean, and the staff and lodgers were friendly. my only gripe is the lack of a full kitchen."
France,Female,18-24,8.3,8,8,8,8,10,8,8,"nice suite with private tv, bathroom, fridge, microwave oven, very charming and convenient. lots of space to store suitcases in the room. very friendly staff. basic groceries around the corner."
England,Male,25-30,5.7,8,6,8,6,6,2,4,very mediocre hostel. no atmosphere at all! was more like a cheap hotel than a hostel. a very cheap hotel!
Australia,Male,31-40,8.3,8,8,8,8,10,8,8,"all staff do a great job to make you feel very welcome. mark was great when checking in and showing me around - thanks mark!  the rooms were always cleaned promptly and thoroughly, including the bathrooms and toilets.  the hostel is in a good location and i&#039;d definitely recommend the place to other travelers.  the renovation work currently underway doesn&#039;t distract from the atmosphere of the place. even the builders were very helpful!"
USA,Female,18-24,8.3,10,10,8,8,6,8,8,"the hallway smelled like cigarettes, but everything was very clean. nice that there was a bathroom, couch, and tv within the room! free use of a locker was very helpful. there were two other girls about my age in the room, so i felt comfortable there. the entire hostel does not have that &quot;community hostel feel&quot; (some people actually stay there for longer periods of time, if i understand correctly), but it was a good place to spend the night. overall i was very impressed for the price."
Brazil,Couple,25-30,8.9,10,10,8,10,10,6,8,"in fact it&#039;s a hotel with a common room, but the staff is nice and helpful, and it was good located for what i needed. i would definitely stay there again."
England,Female,18-24,7.7,8,8,10,6,10,4,8,"irs a hostel and a hotel which is a bit of a wierd set up not social at all unless ur lucky enough to get someone really nice in my room, which i did, awsome location like a few blocks from 5th (shopping strip) staff that i spoke to were absoloutly lovely more then happy to help, its clean and safe also x"
England,Male,41+,8,6,8,10,6,10,8,8,"location great for downtown, but was a bit dingy"
USA,Female,25-30,6,8,4,6,8,6,4,6,this was more like an extended stay than a hostel.
England,Male,25-30,7.4,8,8,10,6,6,6,8,"i wouldn&#039;t go as far as to call it a hostel, because although it&#039;s got dormitory rooms it doesn&#039;t have a backpacker community feel. great location for exploring downtown and very secure. there wasn&#039;t a door to my dorm, so it got cold at night. and i&#039;d take a shower upstairs rather than in the communal washroom...unless you want to shower while someones abluting first thing. all that said, it was a good place to stay for exploring the city for a couple of days and i&#039;d probably stay again."
USA,Male,31-40,8.9,10,8,10,10,8,6,10,"this hostel seems to double as an single-room-occupancy (sro) hotel, a type of housing that often caters to the poor and housing unstable. still, the facilities were clean, quiet, safe and secure.  the arrangement seems to make the atmosphere less social than other hostels i&#039;ve stayed in, but this can be a good thing.  the staff was helpful and i enjoyed my stay.  the proximity to downtown is awesome."
England,Female,18-24,4,2,4,8,2,6,4,2,came across cockroach&#039;s on more than one occassion!!  no facilities for us to do any cooking.
Brazil,Male,25-30,5.1,6,4,8,4,8,2,4,is this a hostel?  common room with password.
Germany,Male,25-30,6,6,6,8,4,8,4,6,to stay for one or two nights it is okay. the mattresses are too thin you feel any springs and some bugs in the bathroom. but the staff is very helpful.
USA,Female,25-30,8.6,10,8,10,8,8,6,10,"we had a separated bath and another separate sink in our suite, which i highly applaud -- this allows other people to use the sink when the bath/toilet is occupied.  only other thing to make it more perfect is if there is a draw-door or some little separation between the sleeping area and the common area in the room.  this would allow partition of a quiet/sleeping space, and a hangout space where you don&#039;t need to feel as restricted."
USA,Male,25-30,10,10,10,10,10,10,10,10,"in the process of renovating so it&#039;s only getting better. not a traveler hostel, more of a hotel atmosphere so if you want privacy, this is the place with a great location."
Scotland,Female,18-24,8,8,8,8,8,8,8,8,slightly dated decor but very comfortable. undergoing renovations but that&#039;s what you expect in the winter! staff very friendly and helpful
England,Female,18-24,10,10,10,10,10,10,10,10,"i was surprised, the hostel is well clean, spacious, great location. only 5 mins walk from the free shuttle bus and main areas of interest. the dorms are like apartments with fridge, tv, microwave and a mini kitchen/common room. the staff are above and beyond helpful and friendly. i really enjoyed my stay here."
