nationality,gender,age,overall rating,value for money rating,security rating,location rating,facilities rating,staff rating,atmosphere rating,cleanliness rating,text review
Brazil,Male,31-40,4.9,4,8,6,2,6,4,4,"the address in the website is wrong and they don´t provide any fans for the hottest nights, much noise and the say they have parking but the parking is on the street."
Scotland,Female,25-30,10,10,10,10,10,10,10,10,"great location, 15 minute walk from the beach (can also hire bicycles)cheapest hostel in venice! the staff were really friendly and approachable, the facilities are clean. the best hostel we found in la! would highly recommend."
Australia,Female,31-40,4.6,4,2,6,2,6,8,4,"no locks on bathroom doors so it's free for all to come in. 2 showers and 2 toilets between 18 people. no safe space to lock up your bags. bunk bed felt like the were going to fall to bits, so people were moving mattress on to space on the floors. felt like a bit of make shift attempt of a hostel."
Colombia,Female,18-24,10,10,10,10,10,10,10,10,"fantastic! this hostel rocked my socks. their location was in a central area, easy to access buses, transport to the airport, close to the beach and the famous venice beach boardwalk. there are loads of hole in the wall and swanky bars around for whatever your tastes are for a good night out also! of course, i have to mention, their staff was on par. absolutely friendly and so so helpful with everything! you will not regret your stay here one bit!"
England,Male,18-24,8.3,8,6,10,8,10,10,6,"this hostel is awesome. such a great, chilled out vibe. it doesn't feel like a hostel at all. everyone is social and more often than not you'll find yourself hanging out with people you met earlier that day! i've stayed here twice and if i ever return to la i will staying again! there are lockers (bring a padlock), the kitchen is available for use, breakfast in the mornings. it's a $1 bus ride away from the airport and the beach is a 15min walk away. thoroughly recommend to social people!"
England,Female,18-24,4.3,4,4,2,6,6,4,4,"we got to the address that was on the website which isn't where the hostel actually is so we ended up walking a mile after looking online for the hostel and see there are 2, when we get there it's not the right one, he gives us the real address of the place we are suppose to be staying and we get a bus back. after an hour and a half we get there and it turns out it's a house. the beds are uncomfortable the bathroom is a family bathroom with one shower and one toilet with no real privacy."
England,Male,25-30,6.3,6,6,10,6,4,6,6,"excellent location. my partner and i stayed in the twin bed private on washington blvd, facilities were sufficient and clean. staff are accodating enough but i was told i could park on oxford avenue (next to washington blvd) and i ended up getting a $63 due to road sweeping the day after i arrived in the country."
India,Male,25-30,3.1,2,2,6,2,6,2,2,the place is not at all good to live. they stuff the crappy rooms with about 10 people. the rooms are somehow crappy. toilets are not good at all.
Italy,Male,18-24,3.7,2,2,6,2,8,4,2,"helpfuo staff, but it it's nit a real hostel it's just some kind of appartment for up to 14 people with just 1 bathroom, it's a bit far too far to the beach to be named ""beach hostel"" 20 min walk to the beach, very old bunk beds, it's ok if you don't expect nothing but otherwise it's not worth the money+ they charge you 15$ for buying by credit card!!"
Ireland,Female,31-40,6,4,8,4,6,8,6,6,for the price it really wasn't very good. beds need new matresses.
USA,Female,25-30,10,10,10,10,10,10,10,10,warm &amp; welcoming staff with respectful guests. positive energy in a casual social setting.
NewZealand,Male,18-24,5.1,2,6,6,2,8,6,6,"we checked in to a 6 bed dorm, with no air conditioner, no fans, so hot we had to have windows open, with cars/trucks driving down the main road at all hours of the night, resulting in next to no sleep, it was extremely hot and uncomfortable without anything to keep us cool, the bunk beds felt like they were going to break considering how unstable they were, a pull out bed blocked the the entrance to the room, meaning we had to squeeze in and out of the dorm, the toilet didnt flush."
England,Female,31-40,7.4,8,8,10,6,8,6,6,"excellent location for the beach and felt very safe. the facilities are however a bit unclean and it would be nice to shower with some more privacy but as a young female it never felt unsafe. very relaxed environment, it may have been the timing but after socialising loads in previous hostels people kept themselves to themselves here."
Spain,Male,31-40,8.6,8,8,8,8,10,10,8,"the bunks are not the best, but the house is charming, and the place safety and full of live. love it!"
Germany,AllMaleGroup,25-30,4,4,4,8,2,4,4,2,"good breakfast, location was alright, but  it's actually not really close to the beach. the beds were totally worn out and almost all the facilities were moldy and dirty. our room was very small. we had a window directly to a busy street, but there was no possibility to completely close it, which made the room very noisy. no air conditioning was available. staff varied between friendly and creepy. we did not feel comfortable at any moment and felt quite insecure in addition. stay somewhere else!"
Australia,Male,18-24,3.4,2,4,4,4,2,6,2,this place was pretty grimy and quite far away from venice beach. it was overpriced and mediocre.
Mexico,Male,25-30,3.1,2,6,2,2,4,4,2,dirty and uncomfortable. definitely not a nice experience.
Sweden,MixedGroup,18-24,5.7,6,6,6,4,6,8,4,"this hostel is ok if you're staying for one or two nights, but i wouldn't recommend a longer stay. the atmosphere was nice but compared to other hostels this didn't offer clean towels or bedding,  there was no ac, the madrasses felt dirty and  completely worn out."
Switzerland,Female,25-30,8,8,8,10,8,8,8,6,i think the main hostel (yale) is pretty much cooler
USA,Male,31-40,8,6,10,10,6,10,8,6,iain was super helpful.
USA,Male,18-24,2,2,2,2,2,2,2,2,"i am an american student backpacking around my own country and i have been staying in hostels always, i booked this hostel when the l was in los angeles and when i got there they refused to let me stay, they said they don't allow americans and they never returned my deposit money."
Ireland,Male,18-24,5.7,6,4,6,4,8,8,4,"the lovely staff failed to make up for the extensive flaws. whilst the communal kitchen and living areas were fine, the bed was the worst i've stayed in - no barrier for the top bunk combined with a very low quality mattress and bed frame meant it never felt like a safe sleep.     this is a review for the overflow property on yale avenue, which is further from the beach than the one advertised, though it is still walkable."
Germany,Male,25-30,8,8,8,8,8,8,8,8,"a good hostel especially for younger travelers. many students from all around the world. always something going on.  even if the location is announced as 716 washington blvd, i had no problem to find the correct location (yale ave) for check-in (got an email right after the booking). venice beach is a almost 20 min walk and lax 30 min by bus."
USA,Male,25-30,8,10,8,6,6,10,8,8,"clean place,  strange location with a hobo hang out outside. heard them shouting all night. staff is super cool and friendly. big confusion with the ""other"" location. "
England,AllMaleGroup,18-24,5.7,4,6,6,6,8,6,4,"the hostel was passable, but not ideal. i wouldn't have liked to stay there for more than one night. the address given on the hostel was not where we were actually supposed to go - please change it to the yale avenue address! the 13-bed dorm was very crowded, and became smelly through the night, and people were not that considerate about coming in late and making noise.  however, the service was very friendly and helpful, and the breakfast was nice."
Ireland,Male,25-30,9.7,10,8,10,10,10,10,10,"helpful staff, clean hostel and nice location"
Belgium,Male,18-24,5.7,4,6,8,6,8,4,4,"this hostel has 2 locations (one close to the beach, the other a 20min walk from the beach). the 2 locations makes it more difficult to create a good environment with great ambiance. the beds were old and are due to renew. but every person gets new sheets which was good. the bathroom needed a good clean(water and sand all over the floor). i think that if this hostel was located in only one place, it would have made my stay a lot better. it felt more as renting an apartment for a few nights."
Canada,Female,25-30,8.6,8,10,8,8,10,10,6,the staff were all amazing and so friendly.
Netherlands,Male,31-40,9.7,10,8,10,10,10,10,10,all good! ian is a great guy. thanks for having me ;)
Ireland,AllMaleGroup,18-24,8,8,8,8,6,10,8,8,"excellent staff, very friendly and helpful."
Australia,Female,25-30,5.1,6,4,6,6,4,4,6,no lockers in or near the dorms. i was in the second location which is closer to 30 than 15 minutes walk from the beach. the place is a bit scruffy. and it costs $5 to leave your bag in the unlocked garage for a day after you check out.
Australia,Male,18-24,3.7,2,4,2,4,6,2,6,"""the venice beach hostel"" (this hostel) and ""venice beach hostel"" are two completely different hostels. the venice beach hostel isn't even located to venice beach, it's in marina del rey. why the pictures of venice beach? it's  a good 25 minute walk to the beach. also, they moved us to ""the other hostel"". my rating is of the ""other hostel"". it's a old unit which has been coverted into a one bedroom (6 beds) and a single private. this wasn't even a hostel!"
Ireland,Female,18-24,8.3,8,8,10,8,8,10,6,great location for getting busses and trains into hollywood and la.  also not too far from disney.   stayed at the 2nd location on yale avenue which was a 15min walk or more to venice and muscle beach.  chilled out relaxed atmosphere safe area  great stay
Austria,Female,18-24,6,4,6,8,4,8,8,4,"so the staff was really nice and helpful all the time and they gave good advices for trips all around los angeles. nevertheless in my opinion towels would be needed in the bathroom for drying hands, the toilets smelled bad and the blankets seemed not to be washed for every new traveler (either they should be washed every time or they should use sheets/covers)."
Denmark,Male,18-24,9.1,8,10,6,10,10,10,10,nice and quiet but a bit far from the main activities. great staff and clean rooms.
Canada,Female,25-30,10,10,10,10,10,10,10,10,everything was good ! the hostel us nice ans zen and 20 min to walk for the beach   thank you so much !!   xxx
USA,Male,18-24,9.1,10,8,8,10,10,8,10,friendly and helpful staff regarding the area and things to do. pleasant stay. bathrooms a bit lacking in privacy for the female travelers.
Canada,Male,41+,8,8,8,10,8,8,8,6,while there are things that are rustic in nature i love the atmosphere of this place. people are laid back and there is a hominess to the facility. after staying in a few other hostels this one remains my best pick out of all of them.
USA,Couple,41+,5.7,6,6,4,6,6,6,6,we booked a private room with bathroom and it was not disclosed that it was without a shower. also the location of hostel is not clear we thought we booked closer to the ocean but when we arrived they said the only private wasd at the other hostel further away.
Australia,Female,25-30,4.3,4,2,6,2,4,6,6,you can not even lock the shower as it just has a curtain. there were not ladders to the top bunk.
Germany,Female,18-24,8.3,8,8,8,8,10,8,8,"good breakfast, nice staff"
Italy,Couple,18-24,7.4,6,6,10,6,8,8,8,"great location - 10 min walk to venice beach. double room was extremely simple and located in the other building on washington (main bld is on yale). this location is less crowded so probably cleaner and quieter, but the main house feels more ""homey"", also the majority of the guests stay there so more people to hang out with. breakfast is great and the bike rental is very cheap. ian the owner is super cool and kind. overall great atmosphere but expensive for what you get with the double room."
England,Female,18-24,10,10,10,10,10,10,10,10,"had a wonderful stay. got picked up straight from the airport! it's in a great location, there are 2 venice beach hostels which can be a bit confusing- that's my only criticism. the people are so friendly and helpful. thanks ian for answering all our questions! there are lockers (bring your own lock) and in terms of security i felt safe in the hostel. kitchen is all you expect and the free breakfast is very nice. big shared bathroom, good price, would stay again. sarah and loretta"
Netherlands,Male,18-24,7.7,10,2,8,10,8,6,10,"nice, but basic hostel. not that close to the sea."
England,Male,18-24,10,10,10,10,10,10,10,10,"great stay, 10 minute walk to the venice beach awesome bars and shops close by, great kitchen for cooking for your self. ian the owner is very helpful and great chat. definitely recomend to anyone looking to fully enjoy their time in la "
Switzerland,Female,25-30,6,4,6,4,4,8,8,8,"attention: this hostel is not at the venice beach!! when i booked and checked on google maps it showed it would be right next to the beach. in addition to that they just transfered me to another hostel (first they said it would only be for check in) which turned out to be in a calm neighbourhood, about 30 minutes walk to the beach (the hostel staff kept saying 15 minutes which is absolutely not true, i talked to other people in the hostel). i wouldn't recommend this hostel honestly."
Switzerland,MixedGroup,25-30,3.7,2,2,6,2,4,8,2,"the hostel was one of the worst we've ever been. the address mentioned on the website of hostelword.com was not possible to find. we drove around more than 2 hours. after we had the right address they did not have all our reservations. they gave us additional mattresses but no blankets. it was a joke. in the morning, we found the most terrible bathroom. the shower was for men and women but no key to close the door. and the shower curtain was grey from dirt. just terrible! dont go there!!!!"
England,Female,25-30,5.4,4,6,4,6,6,6,6,"it took me four hours to find this hostel - inc. 2 buses &amp;2 taxis - 1 taxi gave up trying to find the hostel. the address on website doesn't exist. when i checked in although it was 2am the hostel employee was drunk. he didn't have my booking despite me showing my hostelworld reservation. he told me the hostel was full and ""made me a spot"" which was a very thin foam mattress with a sheet over it on the bare floor under a staircase and charged me $30.the lady working in morning was very rude."
England,Couple,18-24,2.9,4,4,2,2,2,2,4,"despite airport pick up advertised this was not available on our stay which was disappointing. we booked a private double with ensuite which turned out to be 2 camp beds with a bathtub and toilet in the same room - not what we were expecting! staff not particularly friendly or helpful - unable to provide recommendations. also location wise, at least a 25 min walk to venice beach and not too much around the hostel itself. wouldn't recommend. "
Wales,Male,25-30,8,8,8,8,8,8,8,8,friendly staff . hosel in a convenient and safe location
Israel,Male,25-30,10,10,10,10,10,10,10,10,"a great place! very welcoming, nice staff, feels like home (:"
USA,Male,25-30,9.4,10,8,8,10,10,10,10,lovely staff and other people there. this place is cozy and has a nice setup to encourage folks to chat with each other.
USA,Male,41+,9.4,10,10,8,10,10,8,10,"ian, the host, is a great guy.  the location is all right, not right on the beach, but close enough.    on the other hand, if you're a us citizen (not ""international""), they're not sure if they want you.   it does explain that on their site, but it's fine print.    also, as others have mentioned,  the address is confusing.   in the gps, the place is marina del rey, not venice beach.       but regardless, it's a great place and as i say, ian is first rate."
Germany,Male,25-30,4.9,2,4,6,4,6,6,6,"welcome was the worst of stay,with reservation i got message to check-in at another site,later we also had to sleep there!no keys for rooms!hard to find sites-no signs that make you recognize that these are ""hostels"".also in afternoon there was nobody to welcome us.breakfast is ok,but all sites are not of common standard-price-performance ratio=really bad! also charged us more than said in hostelworld email!!  sorry but do not understand who made the other comments here on hostelworld!"
Netherlands,Female,18-24,7.4,6,6,8,6,10,8,8,"the staff of this hostel is one of the best i've ever seen. they are helpful, really kind and they make you feel at home. this hostel is more like an old house, so that gives something special to the atmosphere, it's nice. the furniture is quite old, especially the beds/mattresses. they should really think about new matesses, because it's not good for your back.   the breakfast is nice and the neighbourhood is nice, it's safe to go outside (also at night)."
Brazil,Male,25-30,6.6,6,8,6,4,8,6,8,"it is not a real hostel, it is a old house with a place to sleep. the private room is inside tha bathroom. to be very honest, it is expensive for what it is. just for sleep is ok."
Australia,Male,25-30,10,10,10,10,10,10,10,10,"nice, relaxing hostel in a great area! the staff are great, very helpful."
Brazil,Male,25-30,8.6,10,8,10,8,8,8,8,"the hostel is pretty nice. it's a big house that now is a hostel. the location is very good to. the staff were friendly. i had a great stay there. the mattress could be a little more comfortable, but it was ok."
Germany,Female,18-24,6.3,4,6,6,6,6,8,8,"15-20 min from the beach, clean, but crowded room and only two showers and toilets  breakfast alright, kitchen and living room nice  too expensive for what you get, old beds and uncomfortable mattresses, little weird that the staff sleeps in same room  deposit actually a fee (so you still have to pay the whole amount when you arrive, unless you already have paid a deposit to hostelworld...)"
England,Female,25-30,10,10,10,10,10,10,10,10,"great hostel, lovely, helpful people. perfect stay. many thanks "
Brazil,Male,25-30,6,2,6,8,4,8,6,8,"the bathrooms have no lock, there were only locks for the toylet part.  i was not wake for the rush hours of the bathroom, but i think that it would not be enough. we even got the private room with bathroom, with consists of one big room with one toylet and one tub, no doors separating anything, no shower."
Malaysia,Female,25-30,7.7,6,8,8,8,8,8,8,"i liked this place so much the first time around, that when i had to go back to la, i decided to stay here again. that pretty much says everything about the hostel."
Brazil,Male,18-24,2.9,2,2,4,4,2,2,4,"the hostel doesn't have a reception area, no towels for free, no paper or towel to dry hands in the bathrooms, no heater in the dorms and hostel (which is bad during the winter), no living room to play games. the hostel is far from the beach. no cool and cheap places to go near the hostel. the staff is weird. they don't like to do the things with technology and they have non sense rules."
Germany,Female,25-30,6.9,4,8,8,4,8,8,8,"only one bathroom with one toilet for an apartment for 10 guests can be pretty difficult. its been also damn cold in the rooms, because you cant really close all windows. ok, maybe california in december isnt such a good idea, but anyway, freezing at night with a paid roof over the head is sad. but to be fair: the furniture and location is pretty good :)"
Spain,Male,18-24,10,10,10,10,10,10,10,10,"it's a really good hostel, it's like family house. the location is perfect for that people that want to visit venice beach and santa monica. the staff is nice, the help you in all you need and the treat you in a really friendly way. i had a good experience in this hostel so i recommend it to every traveler "
Malaysia,Female,25-30,8.3,8,8,8,8,8,10,8,staff were lovely and it's a real cosy place to stay. it's 15 minutes away from the beach (there's another one nearer to the beach but we were put up here instead because the other one was full) and close to a grocery store and bars.
Sweden,Male,18-24,8.9,10,8,8,10,8,10,8,"fantastic atmosphere, nice personel. had a great time!"
Australia,AllFemaleGroup,18-24,7.7,6,8,8,8,8,8,8,this place has two addresses most likely you will not be able to check in with the listed address. make sure to check your emails!! staff were helpful and the area is good and it's easy to get to the airport!
Switzerland,Couple,31-40,4,2,8,6,2,4,2,4,"we had our problems even in finding the hostel reception because the room was in a different building, half a mile away. they provide free parking, but it's the 2-hour-parking next to the street (we had a ticket after). the price is much too high for this shabby room (very small and unheatened). the bathroom was dirty with a carpet soaked up with water. when we talked to the employees there, they were not at all reasonable. a very bad deal (we are long term travellers and saw a lot of hostels)."
Canada,Male,31-40,2.9,2,4,6,2,2,2,2,"the kitchen is terribly dirty, microwave has 3 years worth of food in it. i had to change arrival dates and this angered the hostel owner, i could understand that if the hostel was at capacity, but it was empty. not a pleasant experience."
Japan,Male,18-24,7.4,8,6,6,4,10,8,10,"when i stayed here, hot shower was broken!! so i could use only cold shower;(. but the staff is kind:). this is a nice hostel."
Brazil,Female,18-24,9.4,10,8,8,10,10,10,10,some people might not like it but i think that the fact that the hostel is set in what it looks like a big house makes it really cozy and welcoming. staff is very helpful and kind and i didn't have any issues with dirt or anything like that. my stay was very pleasant and i made some really nice traveling memories there. the breakfast is good and the laundry machines have a fair price. i recommend it to anyone! 
Finland,Male,31-40,8.3,8,6,10,8,10,10,6,"hostel has a very great and relaxed atmosphere, and it's wonderfully located just a 10 minute walk away from venice beach."
Germany,Male,31-40,7.4,8,8,6,6,10,8,6,"the staff is outstanding and very welcoming! the way they have greeted me and went out of their way to show me the highlights of the surrounding, can definitely make a difference when staying in a new city! thanks for that..."
England,Male,18-24,10,10,10,10,10,10,10,10,"the hostel was great everything you need and more with breakfast and friendly staff. iain the boss was great very funny english man, i had a great stay !!! see you guys soon "
Brazil,Male,31-40,3.4,4,6,6,2,2,2,2,"i bought one privete room with privete bath, and the room has no shower and the sanitare vase in the midle of the room. totaly digusting!!!!  i had to transpass into the other room to reach my room!!! is this private????? very bad!!!! "
Sweden,Female,25-30,8,8,6,6,6,10,10,10,very cosy place. like a small house where good people meet and hang out:-) slept both in the private room in the main house and in the dorm. decided to have a few days extra there since the place was so good. really friendly staff as well. recommended:)
Germany,Couple,25-30,3.7,2,4,2,4,6,4,4,"location was not as expected. the room was very tiny and not value that price. the kitchen was well equiped but in total the place was pretty used. it was far away from the beach. they also run two facilities, so you have to run from one to another to get breakfast or to get access to the laundry. before booking try to make sure the room is in yale ave because regarding the facilities it's the more convenient one, but it's more far to the beach. you have pay an extra charge for credit card. "
Sweden,Male,25-30,6.6,8,2,8,8,6,6,8,"the hostel is in a good location, close to a grocery store, several restaurants and car rentals.  the bathroom and kitchen were okay and kept clean. the laundry room was also functional. to use the washing machine it cost $2 and the dryer $1.5 which is not too bad.   the only negative thing to say, is that the owner is phishy. he seems friendly, but he rips off travelers and blames hostelworld. after paying the deposit online, he demands full payment though you have paid a sum already. "
Australia,Male,25-30,7.4,8,6,8,6,8,8,8,everything was great besides these 3 things.    1. wifi would not always work  2. bed feels like they are going to fall to pieces   3. not alot of privacy in the bathrooms.     but you get what you pay for. i enjoyed my stay.
Australia,Female,41+,5.7,6,4,6,6,6,6,6,"hostel world confirmation didn't include sufficient information for us to find the hostel. there are two locations and neither is marked or signposted in anyway, and you are required to check in at only one site so if your room is at the other it is another 4 block walk back.we were told that a follow up email is usually sent with more detailed instructions but we received no such email. and booking at short notice there may not be time to receive it before you are on your way. very frustrating!"
USA,Female,25-30,6.6,6,6,8,6,6,8,6,"this place was ok... a bed to sleep in and a hot shower, but the woman on shift when i went to shower didn't know where the key was for the towel closet and i had to dry off using other clothes i bought. the bed above me was also extremely loud when another girl in the room could not sleep at night. the woman than checked me in was very knowledgeable and pleasant and the location felt safe which was important. "
Sweden,AllFemaleGroup,25-30,2,2,2,2,2,2,2,2,"the worst place i ever statyed at, the adress were wrong so got to a ""house"" first and then we had to walk to another house. in there it was so dirty and small. it couldnt been cleaned there for weeks. the window had no glass and it everything was so bad. we couldnt stay for an hour. never book this place!!!   it worst than hell!"
England,Female,18-24,8,8,8,8,8,8,8,8,it was a nice hostel. it was really hard to find as it just looks like a house no sign outside. they had a really great breakfast. 
France,Couple,25-30,7.7,2,10,10,10,10,10,2,very nice place.  little bit dirty and huge fees if you décide to pay by credit card
Bulgaria,Male,18-24,9.7,10,8,10,10,10,10,10,very good place in santa monica. it's full with young people. fully recomend :)
Russia,Female,18-24,8,10,8,8,8,8,6,8,"this hostel is very comfortable for students. it's really not expensive, nice atmosphere and clean place, also near the beach and excellent view of the pacific ocean. thanks a lot for everything."
Denmark,Male,18-24,8.6,8,8,10,8,8,10,8,"just brilliant!    i don't really understand, why other people haven't enjoyed their stay at venice beach hostel.  my friend and i, who stayed there, found it just brilliant.  staff was nice and in general, people there just were.    so all in all i have nothing to say but to go there if you need a place to stay in venice. and it doesn't really matter, what so ever, that they put 9 beds in the 8 bed room. you only need the place to sleep."
England,Male,18-24,7.4,6,8,10,8,8,6,6,nice relaxing household environment
Canada,Male,25-30,4.6,4,2,6,4,6,6,4,"we arrived and had booked for three nights after arriving i told the staff we would only stay one night we asked for our money back for the third night following their 48hr return policy, she said to speak to the manager in am. the manager in the am told us it was not possible as it was now  past the 48 hrs. the hostel room wreaked of b.o .there was no visible front counter, the internet was slow to non existent. we stayed out as late as possible to avoid sleeping there upon return at 4am no loc"
Germany,Male,18-24,8.6,8,8,8,10,10,10,6,excellent atmosphere .. met very cool people .. 
Canada,Female,18-24,3.4,2,2,6,2,2,8,2,"the prices being charged to stay here are absurd. they had two locations, mine had one bathroom for almost 15 people. no hand towels or paper towels in the kitchen or bathroom. one of the guys came to clean and he literally just wiped things to make it look clean. they don't mention that they want you to pay in cash and if you don't they will charge like $10 to use your visa. both locations are run down. the beds were so unstable that one guy had to put his mattress on the floor to sleep."
England,Male,18-24,3.4,2,4,2,6,2,6,2,"the place was very neglected. the kitchen had ants crawling all over the surfaces and in the cupboards. the beds were really outdated, i ended up falling out of mine during the night twice and was forced to sleep on the floor, i told a member of staff and he said choose another bed, but that was also very unstable. the hostel doesn't state that there is another location where you must first check in, half a mile down the road!"
Australia,Female,18-24,7.4,8,6,8,8,8,8,6,nice place to chill out. close to the beach and all of the venice beach area. also quite close to funky cafés and bars. staff are super friendly and helpful. 
Australia,Female,18-24,6.6,6,6,8,6,10,4,6,"ian was amazing, really knowledgable about bus routes and things to do in the area, however the facilities and location are not good enough to justify the price. "
Australia,Female,18-24,6.6,6,6,8,6,8,6,6,"ian was awesome, super helpful and knowledgeable, however the rooms were crowded and lacked security."
Australia,Male,18-24,10,10,10,10,10,10,10,10,"great hostel, has a great atmosphere met lots of other nice travellers. never review hostels but because the staff were so friendly felt i owe them to return the favour. ian one of the staff is a legend."
Austria,Female,18-24,8.9,8,8,10,8,10,10,8,"good location, nice staff, had a great time there! "
Wales,Male,18-24,10,10,10,10,10,10,10,10,"my first time visiting a hostel my mind had taken a different picture. when i arrived i was greeted by a friendly crowd of hostel goers and then to a staff member, ian. probably the only reason i had stayed in america as long as i did. great walk to the beach, local amenities with 7/11 being 5 minutes away. as well as fast food chains. cheap laundry services and 1 dollar coca colas. bonus. would recommend this location to anyone!"
NewZealand,MixedGroup,25-30,8.6,8,8,10,8,10,8,8,"staff were friendly, especially ian and gave us directions. always had time for our questions.   lovely breakfast."
Ireland,Male,18-24,10,10,10,10,10,10,10,10,"location was great, less than a mile from the beach. staff were always very friendly and extremely helpful. bedroom, living-room, kitchen, and bathroom were also very nice and comfortable. absolutely no complaints whatsoever, could not ask for a nicer hostel."
Australia,Male,25-30,8,8,8,8,8,8,8,8,"my stay at the beach hostel in venice was awesome. even though it was only a couple of days we definitely made the most of it. staff were very welcoming. cheers, james"
Sweden,Male,25-30,7.7,10,2,10,8,8,8,8,"you get what you pay for. cheap, great location, polite and easy going staff. "
Chile,Male,25-30,6.9,6,8,6,6,8,8,6,"all in all, a decent place.  it is decently located for la standards, pretty close to venice beach (everything else is at least an hour away), staff were friendly and willing to help when needed, there were lots of young guests from all over the globe which gave it a nice atmosphere.  on the downside. there were only 2 unisex toilets and showers for the entire hostel. there was not a lot of privacy if you wanted to shower or go #2. also, the doors were wide open all day which felt kind if unsafe"
France,Female,18-24,8.6,8,8,8,8,10,10,8,i read very bad reviews about this hostel the first time before to book it but now i can tell that it was a great place to stay with a staff always ready to help you. moreover it was clean.
Australia,Female,18-24,8.6,8,6,10,8,10,10,8,"had an amazing stay and the venice beach hostel, great staff and awesome travellers were staying here which made it lots of fun. only down fall was that someone had stolen some clothes that we had left to dry on the balcony of one of the dorm rooms. not the hostels fault but really was a downer of the trip"
Switzerland,Female,18-24,10,10,10,10,10,10,10,10,"i loved my stay at venice beach hostel (even came back after a short trip to catalina island). the atmosphere is friendly, the staff is very helpful and nice, everything is very clean and cozy. it´s not a party hostel it´s more of a feeling of coming home while traveling.  the location is pretty good as well: 20 min walk to the beach and a lot of buses around the corner which take you almost everywhere.  would definitely stay there again!"
Canada,Male,25-30,4,6,4,8,2,2,4,2,"only one is positive : the location !   the security:any one can gets in and one without being disturbed / staff (shift night): a way behind expected. the guy didn't know that i paid a deposit and have me paying the full price for two nights, and charged me 5$ for using a visa card/ the motel is dirty, and the kitchen is disgusting, the walls are creepy. the rooms were stuffed with people and stuff all over the floor, i had truble getting to my bed. no plugs in the rooms  not recommended!!"
NewZealand,Female,18-24,8,8,8,8,6,10,10,6,"the staff were great, very helpful and kind. the hostel had a home vib to it which i enjoyed. the other guests were really nice. the location is good, close to grocery shopping and convenience. it's not the cleanest hostel i've been to but i still really enjoyed me self! thank y'all :)"
England,Male,18-24,2,2,2,2,2,2,2,2,as of summer 2014 this address is not correct. took a taxi to the address listed here and there was nothing there. this was at 3am in la. tried calling them and they gave me poor directions to another address! never even got there and had to sleep rough on my first night in los angeles! 
Sweden,Couple,25-30,7.7,8,8,8,6,10,8,6,"the staff was super specelly ian :) helpt you out wothe whatever u needed. he also knew everyboodys name staying at the hostel if just for one night.   liked that it wasnt screaming here we have a hostel.   /swedes staying    all and all absolutley worth the moeney. specilly thanks to ian! the downside was the kitchen, lots of flys."
Australia,Female,18-24,2,2,2,2,2,2,2,2,we felt unsafe the whole time. the beds were falling apart and there was little to no security 
Chile,Male,18-24,8.6,8,8,10,10,8,8,8,very good hostel
Sweden,Couple,25-30,2,2,2,2,2,2,2,2,we chose to stay at friends place instead and left venice beach hostel after just a few hours. my mistake not to read the   reviews before booking this place - they all seem to be true.
Germany,Male,31-40,6,6,8,8,2,8,6,4,the dorm is extremely crowded and the beds are old and filthy. limited bathrooms and shower facilities. friendly staff. cheap place to stay but nothing else redeeming.
Australia,Male,25-30,2,2,2,2,2,2,2,2,do not stay here!!! there simply isn't enough space in this comment box to express how disgusted we were with the place! it's an absolute disgrace!
France,Male,31-40,8.6,8,8,10,8,8,8,10,"miss one thing in this youth hotel, one phone who working.."
Australia,Male,18-24,8.9,8,8,6,10,10,10,10,"the staff were extremely friendly, very nice atmosphere, feels like a home more then a hostel."
Australia,Male,25-30,10,10,10,10,10,10,10,10,"cool place, nice people and a great place to stay"
Norway,Male,31-40,6,6,6,4,6,8,6,6,wrong location. the new address had a nice neighborhood with a local pub that i liked. had turtle race in the backyard of the pub. haven't seen that before.
Australia,Female,18-24,8.3,8,8,8,8,8,10,8,"i loved this hostel!! it has a great atmosphere and everyone is so lovely. the staff are like your friends and it really feels like a big home. whilst the facilities are nothing flashy, they are clean and comfortable.  i stayed at the house that was further away from the beach. it was about a 15 minute walk so we rented bikes from them. recommend renting bikes anyway so you can go up to santa monica. was very sad to leave and can't wait to go back sometime. would eagerly recommend this hostel."
England,AllFemaleGroup,18-24,8,8,6,8,6,10,8,10,staff were all really friendly and helpful and kitchen had great facilities with really good breakfast. bathrooms were clean with good showers and we didn't have any issues in waiting for them but i can see how that could be a problem. there were quite a few mattresses on the floor where people had to sleep on which i wouldn't be happy about!! location isn't bad but the address on hostel world is wrong which meant we spent an hour walking around trying to find it! not signposted at all...
Poland,Female,18-24,2,2,2,2,2,2,2,2,it's really not a good place to stay in la
Australia,Male,25-30,8.9,8,10,10,8,10,8,8,"can't complain here, great location, great people, great cheap eats in the area to"
France,Female,18-24,6.9,6,6,8,6,6,8,8,this hostel is vert nice it looks like a house but everything is open and they have only 2 mixed bathrooms it's not convenient and annoying ..the location is very good !
France,Female,25-30,2,2,2,2,2,2,2,2,"this is the worst hostel i have ever been in. the staff is unfriendly, all the doors open and the rooms very dirty. i caught bedbuks there!"
